alphaCount;alphaNumCount;alphaWordCount;averageWordLengh;charSeq1;charSeq2;charSeq3;charSeq4;charSeq5;charSeq6;charSeq7;charSeq8;charSeq9;lineCount;maxRepeatedWordCount;maxWordLength;numberCount;whiteSpaceCount;spam
0.742524;0.7469;0.868217;3.968992;0.031008;0.05814;0.077519;0.112403;0.096899;0.050388;0.05814;0.015504;0.01938;26;1;13;0.023256;0.220277;SPAM
0.596774;0.610599;0.931034;4.568966;0.034483;0.086207;0.189655;0.224138;0.103448;0.086207;0.086207;0.034483;0;10;6;11;0.103448;0.260369;SPAM
0.752717;0.752717;0.814286;3.957143;0.042857;0.057143;0.071429;0.185714;0.114286;0.085714;0.085714;0.014286;0.028571;3;1;9;0;0.217391;SPAM
0.750765;0.752603;0.939163;4.673004;0.030418;0.076046;0.091255;0.117871;0.072243;0.076046;0.064639;0.064639;0.038023;27;3;17;0.011407;0.203919;SPAM
0.819853;0.819853;0.978261;4.847826;0.021739;0.152174;0.130435;0.173913;0.086957;0.043478;0.152174;0.043478;0.021739;24;3;12;0;0.172794;SPAM
0.7;0.7;1;7;0;0;0;0;0;0;1;0;0;1;7;7;0;0.2;SPAM
0.746319;0.758777;0.949367;4.240506;0.012658;0.082278;0.139241;0.177215;0.088608;0.031646;0.101266;0.050633;0.012658;18;2;12;0.06962;0.209513;SPAM
0.77027;0.77027;1;5.089286;0;0.035714;0.071429;0.232143;0.214286;0.107143;0.053571;0.089286;0.035714;7;4;11;0;0.189189;SPAM
0.659574;0.723404;0.793651;4.31746;0.095238;0.142857;0.190476;0.142857;0.126984;0.031746;0.063492;0.031746;0;7;2;12;0.380952;0.220745;SPAM
0.699588;0.713306;0.965217;4.521739;0.008696;0.086957;0.147826;0.156522;0.095652;0.06087;0.086957;0.052174;0.017391;17;2;11;0.086957;0.222222;SPAM
0.740741;0.740741;0.75;5;0.25;0;0;0;0.25;0;0.5;0;0;1;5;7;0;0.185185;SPAM
0.728543;0.754491;0.928571;5.4;0.014286;0.071429;0.085714;0.114286;0.085714;0.1;0.157143;0.028571;0.057143;12;4;11;0.185714;0.191617;SPAM
0.72238;0.750708;0.869281;5.196078;0.058824;0.084967;0.098039;0.104575;0.104575;0.045752;0.098039;0.058824;0.045752;22;2;12;0.196078;0.195467;SPAM
0.785714;0.785714;1;5.5;0;0;0;0.5;0;0;0.5;0;0;1;4;7;0;0.142857;SPAM
0.774793;0.784091;0.961039;4.928571;0.012987;0.084416;0.097403;0.11039;0.058442;0.058442;0.058442;0.084416;0.045455;20;3;12;0.058442;0.186983;SPAM
0.795918;0.795918;1;4.333333;0;0.333333;0;0.222222;0.111111;0.111111;0.222222;0;0;2;4;7;0;0.183673;SPAM
0.629885;0.735249;0.659483;4.135776;0.045259;0.068966;0.064655;0.071121;0.049569;0.040948;0.040948;0.040948;0.032328;73;2;13;0.592672;0.221073;SPAM
0.80888;0.80888;0.984848;6.348485;0.015152;0.075758;0.136364;0.151515;0.045455;0.030303;0.121212;0.060606;0.045455;11;3;19;0;0.158301;SPAM
0.730769;0.736074;0.97541;4.54918;0.016393;0.098361;0.122951;0.196721;0.114754;0.040984;0.065574;0.057377;0.04918;16;3;12;0.032787;0.212202;SPAM
0.78735;0.790622;0.948387;4.677419;0.032258;0.070968;0.070968;0.141935;0.096774;0.083871;0.109677;0.064516;0.025806;17;2;12;0.019355;0.188659;SPAM
0.65;0.65625;0.964286;3.75;0.035714;0.071429;0.178571;0.107143;0.071429;0.035714;0.035714;0.035714;0;5;3;8;0.035714;0.25625;SPAM
0.664581;0.725907;0.785714;4.603175;0.063492;0.142857;0.119048;0.103175;0.111111;0.071429;0.079365;0.063492;0.007937;23;2;13;0.388889;0.215269;SPAM
0.567944;0.616725;0.860465;4.116279;0;0.162791;0.232558;0.139535;0.093023;0.046512;0.162791;0.023256;0.023256;10;2;9;0.325581;0.264808;SPAM
0.859967;0.859967;1;7.006711;0;0.026846;0.073826;0.060403;0.107383;0.120805;0.214765;0.114094;0.147651;12;3;17;0;0.130972;SPAM
0.693717;0.704188;0.917355;4.446281;0.041322;0.140496;0.123967;0.123967;0.132231;0.07438;0.099174;0.041322;0.024793;7;3;13;0.066116;0.22644;SPAM
0.714286;0.734694;0.933333;4.8;0;0.2;0;0.2;0.266667;0.2;0.066667;0;0.066667;4;4;9;0.133333;0.204082;SPAM
0.703091;0.703091;0.782353;3.747059;0.076471;0.076471;0.076471;0.135294;0.094118;0.041176;0.070588;0.052941;0.011765;2;1;15;0;0.241722;SPAM
0.697108;0.756469;0.847619;4.733333;0.038095;0.12381;0.142857;0.12381;0.142857;0.066667;0.104762;0.057143;0.019048;22;7;13;0.371429;0.200913;SPAM
0.665158;0.710407;0.898551;4.550725;0.014493;0.014493;0.173913;0.347826;0.202899;0.144928;0.028986;0.028986;0.014493;11;4;9;0.289855;0.221719;SPAM
0.525818;0.675636;0.510166;3.434381;0.044362;0.127542;0.060998;0.109057;0.049908;0.029575;0.042514;0.012939;0.014787;222;1;19;0.761553;0.260364;SPAM
0.849888;0.855116;0.971182;6.599424;0.008646;0.025937;0.069164;0.100865;0.112392;0.129683;0.152738;0.115274;0.092219;10;3;16;0.040346;0.137043;SPAM
0.766374;0.766374;0.967273;4.127273;0.014545;0.061818;0.098182;0.127273;0.087273;0.076364;0.036364;0.036364;0.029091;13;3;13;0;0.209318;SPAM
0.671233;0.716895;0.896552;5.413793;0;0.068966;0.137931;0.172414;0;0.068966;0.034483;0.068966;0.034483;9;3;13;0.344828;0.205479;SPAM
0.869743;0.870424;0.994521;7.00274;0.00411;0.013699;0.042466;0.086301;0.115068;0.128767;0.178082;0.139726;0.112329;42;2;14;0.005479;0.126852;SPAM
0.791271;0.791271;0.963855;5.024096;0.024096;0.072289;0.120482;0.13253;0.096386;0.108434;0.120482;0.060241;0.096386;15;3;13;0;0.182163;SPAM
0.714286;0.714286;1;5;0;0.142857;0.285714;0;0.142857;0.142857;0.142857;0;0.142857;1;7;9;0;0.204082;SPAM
0.698734;0.732911;0.881356;4.90678;0.025424;0.101695;0.118644;0.127119;0.101695;0.033898;0.09322;0.033898;0.084746;17;2;12;0.228814;0.207595;SPAM
0.640257;0.678801;0.84058;4.594203;0.028986;0.15942;0.115942;0.144928;0.086957;0.057971;0.144928;0.057971;0.014493;10;4;11;0.26087;0.233405;SPAM
0.610315;0.703438;0.66129;3.959677;0.129032;0.16129;0.137097;0.112903;0.096774;0.056452;0.056452;0.072581;0.008065;21;2;13;0.524194;0.23639;SPAM
0.859223;0.864078;0.962963;6.592593;0.037037;0;0.074074;0.037037;0.148148;0.148148;0.259259;0.111111;0.074074;5;7;11;0.037037;0.131068;SPAM
0.688746;0.754986;0.762332;4.753363;0.053812;0.058296;0.147982;0.071749;0.06278;0.058296;0.049327;0.026906;0.03139;23;4;18;0.41704;0.201567;SPAM
0.8;0.804124;0.875;6.964286;0.089286;0.053571;0.071429;0.107143;0.089286;0.142857;0.107143;0;0.053571;11;3;18;0.035714;0.154639;SPAM
0.834951;0.834951;1;6.142857;0;0.071429;0.095238;0.166667;0.142857;0.095238;0.119048;0.071429;0.071429;7;4;13;0;0.148867;SPAM
0.722222;0.722222;1;4.727273;0;0.181818;0.090909;0.090909;0;0.181818;0.272727;0;0;3;2;7;0;0.208333;SPAM
0.687704;0.697497;0.790419;3.838323;0.053892;0.095808;0.095808;0.113772;0.077844;0.05988;0.071856;0.017964;0.02994;16;1;16;0.053892;0.241567;SPAM
0.66617;0.692996;0.786325;3.974359;0.136752;0.128205;0.145299;0.094017;0.059829;0.042735;0.068376;0.034188;0.025641;3;2;17;0.153846;0.23994;SPAM
0.666667;0.673267;0.94;4.08;0.06;0.18;0.26;0.16;0.12;0.02;0.06;0.06;0.04;8;2;11;0.04;0.244224;SPAM
0.643537;0.659864;0.602837;3.439716;0.106383;0.070922;0.106383;0.113475;0.042553;0.056738;0.042553;0.028369;0.028369;23;1;12;0.085106;0.265306;SPAM
0.425676;0.577703;0.48;3.42;0.12;0.08;0.1;0.06;0.02;0;0.08;0.02;0.02;7;5;10;0.9;0.293919;SPAM
0.776296;0.779259;0.971698;4.962264;0.018868;0.075472;0.066038;0.179245;0.103774;0.09434;0.09434;0.075472;0.04717;14;3;10;0.018868;0.188148;SPAM
0.795539;0.802974;0.928571;5.142857;0.02381;0.142857;0.095238;0.142857;0.071429;0.047619;0.119048;0.047619;0.047619;5;3;11;0.047619;0.174721;SPAM
0.75788;0.766476;0.929825;4.692982;0.026316;0.087719;0.087719;0.157895;0.078947;0.052632;0.087719;0.070175;0.026316;42;3;12;0.052632;0.197708;SPAM
0.643087;0.723473;0.745098;4.411765;0.117647;0.137255;0.196078;0.156863;0.098039;0.039216;0.058824;0.039216;0;6;3;12;0.490196;0.21865;SPAM
0.768595;0.77686;0.935484;6.064516;0.032258;0.193548;0.16129;0.064516;0.096774;0.064516;0.032258;0.064516;0;8;4;17;0.064516;0.173554;SPAM
0.705215;0.714286;0.924051;3.987342;0.063291;0.177215;0.151899;0.21519;0.101266;0.037975;0.088608;0.025316;0.012658;10;5;12;0.050633;0.231293;SPAM
0.641379;0.685057;0.838235;4.382353;0.044118;0.132353;0.147059;0.132353;0.088235;0.147059;0.073529;0.014706;0.014706;10;5;12;0.279412;0.234483;SPAM
0.586957;0.633779;0.795918;3.867347;0.112245;0.102041;0.132653;0.112245;0.102041;0.05102;0.081633;0.020408;0.010204;24;3;9;0.285714;0.264214;SPAM
0.770716;0.787681;0.930944;5.276224;0.007867;0.035839;0.049825;0.061189;0.070804;0.060315;0.065559;0.055944;0.042832;115;2;14;0.113636;0.180739;SPAM
0.735602;0.75;0.830769;4.407692;0.061538;0.076923;0.138462;0.107692;0.138462;0.061538;0.053846;0.069231;0.023077;14;1;14;0.084615;0.195026;SPAM
0.695652;0.695652;1;4.8;0;0.1;0.3;0.2;0;0.1;0.2;0;0.1;3;6;9;0;0.217391;SPAM
0.645455;0.681818;0.870968;4.83871;0.032258;0.16129;0.16129;0.225806;0.032258;0.032258;0.16129;0.032258;0.032258;8;2;17;0.258065;0.227273;SPAM
0.70457;0.7322;0.860465;5.341085;0.062016;0.085271;0.046512;0.139535;0.131783;0.108527;0.069767;0.054264;0.015504;15;4;16;0.20155;0.201913;SPAM
0.64486;0.716511;0.767857;4.107143;0.107143;0.178571;0.160714;0.142857;0.142857;0;0.071429;0.017857;0;7;2;12;0.410714;0.227414;SPAM
0.790841;0.795967;0.939914;4.997854;0.021459;0.038627;0.051502;0.096567;0.079399;0.072961;0.06867;0.05794;0.036481;59;3;14;0.032189;0.181476;SPAM
0.743837;0.750268;0.910714;4.166667;0.02381;0.077381;0.136905;0.119048;0.166667;0.083333;0.071429;0.041667;0.011905;18;1;13;0.035714;0.214362;SPAM
0.671096;0.727575;0.862745;4.294118;0.019608;0.117647;0.313725;0.156863;0.078431;0.019608;0.098039;0.039216;0;22;2;15;0.333333;0.219269;SPAM
0.636215;0.66721;0.782178;4.049505;0.128713;0.069307;0.178218;0.158416;0.079208;0.059406;0.049505;0.059406;0.009901;5;3;12;0.188119;0.247961;SPAM
0.665552;0.702341;0.818182;4.772727;0.068182;0.204545;0.068182;0.136364;0.113636;0.090909;0.136364;0;0.045455;5;4;11;0.25;0.220736;SPAM
0.868719;0.868719;0.992105;7.165789;0.006579;0.002632;0.034211;0.073684;0.134211;0.148684;0.139474;0.186842;0.1;28;4;15;0;0.126176;SPAM
0.868719;0.868719;0.992105;7.165789;0.006579;0.002632;0.034211;0.073684;0.134211;0.148684;0.139474;0.186842;0.1;28;4;15;0;0.126176;SPAM
0.669246;0.70793;0.9;4.575;0.0125;0.0625;0.1875;0.275;0.15;0.125;0.075;0.05;0;11;2;16;0.25;0.222437;SPAM
0.76663;0.769902;0.868421;4.644737;0.059211;0.065789;0.098684;0.171053;0.046053;0.085526;0.111842;0.072368;0.052632;11;1;15;0.019737;0.197383;SPAM
0.779681;0.794503;0.925023;4.987353;0.01084;0.03252;0.03252;0.065041;0.059621;0.042457;0.052394;0.039747;0.033424;107;3;15;0.093044;0.182328;SPAM
0.791874;0.803762;0.939106;5.081827;0.009515;0.028544;0.035205;0.0647;0.059943;0.045671;0.058991;0.047574;0.044719;116;3;15;0.075167;0.177126;SPAM
0.789474;0.789474;0.857143;4.285714;0.142857;0;0.285714;0.285714;0;0;0.142857;0.142857;0;1;8;8;0;0.184211;SPAM
0.613821;0.630081;0.666667;3.690476;0.214286;0.047619;0.095238;0.142857;0.047619;0.071429;0.095238;0;0;7;1;13;0.095238;0.268293;SPAM
0.413953;0.514212;0.662745;3.901961;0.023529;0.129412;0.047059;0.078431;0.062745;0.039216;0.035294;0.023529;0.007843;30;8;12;0.760784;0.308527;SPAM
0.702703;0.72973;0.904762;5.142857;0;0.190476;0.142857;0.190476;0.047619;0.047619;0.142857;0.142857;0;3;8;11;0.190476;0.202703;SPAM
0.619855;0.661017;0.77193;4.789474;0.122807;0.035088;0.140351;0.105263;0.070175;0.087719;0.052632;0.140351;0.035088;12;4;12;0.298246;0.237288;SPAM
0.673367;0.737437;0.853448;5.060345;0.086207;0.068966;0.077586;0.146552;0.077586;0.086207;0.086207;0.077586;0.043103;21;4;16;0.439655;0.203518;SPAM
0.520254;0.628599;0.736301;4.410959;0.037671;0.085616;0.099315;0.126712;0.037671;0.071918;0.05137;0.044521;0.006849;28;2;16;0.760274;0.256711;SPAM
0.673815;0.689616;0.777778;3.573099;0.070175;0.087719;0.134503;0.128655;0.076023;0.035088;0.046784;0.046784;0.017544;22;1;14;0.081871;0.251693;SPAM
0.774268;0.784852;0.925054;5.08137;0.022484;0.034261;0.044968;0.06424;0.057816;0.04818;0.066381;0.059957;0.035332;17;3;14;0.068522;0.18472;SPAM
0.692784;0.698969;0.850575;3.896552;0.057471;0.091954;0.172414;0.183908;0.08046;0.08046;0.08046;0.022989;0;3;1;12;0.034483;0.239175;SPAM
0.637124;0.64214;0.632479;3.282051;0.179487;0.059829;0.094017;0.111111;0.051282;0.059829;0.068376;0.034188;0;7;1;10;0.025641;0.27592;SPAM
0.71521;0.744337;0.851852;4.259259;0.074074;0.185185;0.111111;0.166667;0.074074;0.166667;0.092593;0.037037;0.018519;6;1;10;0.166667;0.213592;SPAM
0.684028;0.696181;0.953488;4.662791;0.023256;0.104651;0.139535;0.186047;0.081395;0.116279;0.046512;0.023256;0.023256;13;3;13;0.081395;0.225694;SPAM
0.707865;0.710674;0.939394;3.833333;0.060606;0.136364;0.121212;0.257576;0.045455;0.045455;0.090909;0.030303;0;4;3;10;0.015152;0.235955;SPAM
0.749008;0.759921;0.917127;4.232044;0.022099;0.088398;0.138122;0.143646;0.121547;0.077348;0.055249;0.044199;0.027624;18;1;11;0.060773;0.209325;SPAM
0.801562;0.807813;0.94382;5.808989;0.033708;0.067416;0.101124;0.134831;0.11236;0.101124;0.134831;0.123596;0.11236;14;7;11;0.044944;0.165625;SPAM
0.795057;0.801236;0.978102;5.678832;0;0.058394;0.10219;0.058394;0.072993;0.080292;0.065693;0.080292;0.043796;9;3;18;0.043796;0.169928;SPAM
0.700148;0.714919;0.9;4.033333;0.041667;0.133333;0.116667;0.158333;0.066667;0.083333;0.05;0.016667;0.041667;13;4;10;0.083333;0.230428;SPAM
0.770896;0.802115;0.883459;5.988722;0.026316;0.052632;0.045113;0.041353;0.161654;0.165414;0.176692;0.105263;0.109023;38;4;12;0.233083;0.16566;SPAM
0.7424;0.7488;0.93617;4.978723;0.021277;0.095745;0.170213;0.117021;0.117021;0.053191;0.074468;0.085106;0.021277;6;3;13;0.042553;0.2;SPAM
0.669927;0.718826;0.9;4.9;0;0.033333;0.2;0.233333;0.2;0.183333;0.083333;0;0;10;4;16;0.333333;0.212714;SPAM
0.647059;0.701681;0.807229;4.024096;0.108434;0.156627;0.156627;0.192771;0.096386;0.048193;0.048193;0.024096;0;9;2;16;0.313253;0.235294;SPAM
0.739234;0.744617;0.907895;4.095395;0.023026;0.059211;0.085526;0.111842;0.092105;0.046053;0.046053;0.036184;0.036184;16;1;13;0.029605;0.218301;SPAM
0.634703;0.634703;0.871795;3.564103;0.128205;0.153846;0.153846;0.128205;0.102564;0.076923;0.051282;0;0;7;3;11;0;0.269406;SPAM
0.769096;0.777875;0.916667;4.922222;0.044444;0.061111;0.066667;0.116667;0.066667;0.055556;0.066667;0.044444;0.033333;21;3;14;0.055556;0.18964;SPAM
0.794615;0.805814;0.928349;5.267913;0.024922;0.037383;0.051402;0.073209;0.066978;0.051402;0.082555;0.054517;0.034268;84;3;18;0.073209;0.173457;SPAM
0.752101;0.773109;0.918919;4.972973;0.054054;0.054054;0.135135;0.216216;0.081081;0.135135;0.162162;0.108108;0;8;2;10;0.135135;0.189076;SPAM
0.790906;0.796073;0.941432;5.013015;0.019523;0.039046;0.052061;0.095445;0.075922;0.073753;0.071584;0.058568;0.039046;58;3;14;0.032538;0.181192;SPAM
0.8;0.804124;0.875;6.964286;0.089286;0.053571;0.071429;0.107143;0.089286;0.142857;0.107143;0;0.053571;11;3;18;0.035714;0.154639;SPAM
0.861818;0.861818;0.971429;6.771429;0.028571;0;0.028571;0.085714;0.142857;0.171429;0.2;0.142857;0.114286;2;5;14;0;0.130909;SPAM
0.764762;0.775238;0.920245;4.993865;0.042945;0.09816;0.110429;0.110429;0.104294;0.08589;0.055215;0.09816;0.018405;23;2;15;0.067485;0.189524;SPAM
0.752717;0.752717;0.814286;3.957143;0.042857;0.057143;0.071429;0.185714;0.114286;0.085714;0.085714;0.014286;0.028571;3;1;9;0;0.217391;SPAM
0.677536;0.734783;0.753191;4.314894;0.07234;0.07234;0.080851;0.093617;0.085106;0.051064;0.06383;0.029787;0.042553;18;1;12;0.33617;0.217391;SPAM
0.765306;0.765306;0.984127;4.761905;0.015873;0.095238;0.222222;0.142857;0.142857;0.047619;0.063492;0.031746;0.015873;12;3;15;0;0.191327;SPAM
0.729592;0.755102;0.939394;4.484848;0.030303;0.151515;0.181818;0.212121;0.121212;0.090909;0.060606;0;0;7;4;13;0.151515;0.204082;SPAM
0.617886;0.654472;0.852941;4.735294;0.029412;0.176471;0.176471;0.176471;0.058824;0.147059;0.117647;0;0.029412;8;3;14;0.264706;0.239837;SPAM
0.630435;0.684783;0.689655;4.344828;0.206897;0.068966;0.068966;0.137931;0.068966;0.034483;0.068966;0.068966;0.034483;5;5;12;0.344828;0.233696;SPAM
0.710345;0.734483;0.910112;4.786517;0.022472;0.101124;0.202247;0.146067;0.089888;0.044944;0.078652;0.033708;0.067416;13;3;13;0.157303;0.208621;SPAM
0.84;0.84;1;7;0;0;0;0;0;0;0.666667;0;0;1;7;7;0;0.12;SPAM
0.8;0.804124;0.875;6.964286;0.089286;0.053571;0.071429;0.107143;0.089286;0.142857;0.107143;0;0.053571;11;3;18;0.035714;0.154639;SPAM
0.79073;0.795572;0.93913;5;0.023913;0.036957;0.052174;0.097826;0.076087;0.073913;0.069565;0.058696;0.03913;58;3;14;0.030435;0.181598;SPAM
0.772321;0.774554;0.947712;4.535948;0.03268;0.091503;0.117647;0.183007;0.039216;0.065359;0.091503;0.052288;0.03268;16;4;14;0.013072;0.197545;SPAM
0.746319;0.758777;0.949367;4.240506;0.012658;0.082278;0.139241;0.177215;0.088608;0.031646;0.101266;0.050633;0.012658;18;2;12;0.06962;0.209513;SPAM
0.65;0.65;1;4.136364;0;0;0.181818;0.090909;0.090909;0.090909;0.045455;0;0;4;3;12;0;0.25;SPAM
0.674194;0.706452;0.846154;4.211538;0.096154;0.115385;0.192308;0.211538;0.153846;0;0.096154;0.096154;0.019231;10;4;9;0.192308;0.229032;SPAM
0.765403;0.770142;0.960526;4.276316;0.013158;0.065789;0.157895;0.25;0.052632;0.105263;0.052632;0.026316;0.013158;9;3;10;0.026316;0.203791;SPAM
0.765411;0.77911;0.941176;4.460784;0.039216;0.088235;0.127451;0.22549;0.098039;0.029412;0.04902;0.058824;0;13;2;18;0.078431;0.196918;SPAM
0.780266;0.783187;0.943119;4.427523;0.007339;0.051376;0.06422;0.073394;0.042202;0.06422;0.069725;0.044037;0.034862;11;3;14;0.016514;0.196689;SPAM
0.753962;0.766472;0.936585;4.482927;0.02439;0.063415;0.102439;0.136585;0.097561;0.058537;0.04878;0.068293;0.019512;38;2;11;0.073171;0.201835;SPAM
0.686598;0.703093;0.896104;4.428571;0.051948;0.168831;0.116883;0.12987;0.090909;0.064935;0.103896;0.038961;0.025974;13;3;12;0.103896;0.226804;SPAM
0.807692;0.807692;1;4.666667;0;0.222222;0;0.222222;0.222222;0.111111;0.222222;0;0;2;4;7;0;0.173077;SPAM
0.723514;0.728682;0.951613;4.548387;0.032258;0.145161;0.096774;0.193548;0.145161;0.064516;0.096774;0.064516;0.032258;8;3;11;0.032258;0.21447;SPAM
0.65625;0.700521;0.703125;4.203125;0.15625;0.140625;0.125;0.109375;0.046875;0.078125;0.0625;0.09375;0.015625;8;8;10;0.265625;0.231771;SPAM
0.673684;0.684211;0.933333;4.333333;0.066667;0.133333;0.2;0.133333;0.2;0;0.066667;0.133333;0;2;5;8;0.066667;0.231579;SPAM
0.757576;0.757576;1;5;0;0.4;0;0.2;0;0;0.2;0;0;1;10;10;0;0.181818;SPAM
0.754115;0.755144;0.95082;4.010929;0.021858;0.081967;0.103825;0.15847;0.081967;0.038251;0.032787;0.027322;0.016393;5;3;15;0.005464;0.216049;SPAM
0.750831;0.753045;0.933333;4.533333;0.02;0.106667;0.1;0.12;0.086667;0.066667;0.066667;0.053333;0.046667;3;2;13;0.013333;0.20598;SPAM
0.783673;0.783673;1;4.571429;0;0.119048;0.166667;0.190476;0.095238;0.095238;0.095238;0.02381;0.02381;5;3;12;0;0.191837;SPAM
0.6864;0.7016;0.858407;3.880531;0.030973;0.079646;0.119469;0.168142;0.079646;0.070796;0.053097;0.026549;0.017699;29;1;12;0.084071;0.2392;SPAM
0.779221;0.779221;0.928571;4.285714;0.071429;0.071429;0.142857;0.142857;0.214286;0.142857;0.142857;0;0;2;2;7;0;0.194805;SPAM
0.724741;0.748225;0.906897;4.724138;0.034483;0.051724;0.093103;0.117241;0.089655;0.068966;0.093103;0.027586;0.027586;70;3;16;0.148276;0.204806;SPAM
0.862487;0.862487;0.988858;7.128134;0.011142;0.008357;0.052925;0.058496;0.133705;0.155989;0.155989;0.142061;0.114206;20;3;15;0;0.129087;SPAM
0.723301;0.725728;0.957143;4.271429;0.042857;0.128571;0.1;0.185714;0.071429;0.071429;0.028571;0.028571;0.014286;8;2;15;0.014286;0.220874;SPAM
0.762019;0.776442;0.942857;4.614286;0.028571;0.128571;0.157143;0.1;0.128571;0.057143;0.1;0.057143;0.028571;10;2;12;0.085714;0.194712;SPAM
0.764398;0.774869;0.983607;4.852459;0;0.114754;0.196721;0.213115;0.065574;0.065574;0.114754;0.016393;0.04918;9;3;13;0.065574;0.191099;SPAM
0.709434;0.739623;0.925;4.9;0.025;0.15;0.15;0.2;0.075;0.075;0.15;0.025;0.05;10;4;13;0.2;0.203774;SPAM
